Tiempo,TempA,TempB
575.298,47.6877,9.72593
575.399,47.7161,9.74608
575.499,47.687,9.72051
575.599,47.6513,9.71638
575.7,47.696,9.75757
575.8,47.6884,9.72996
575.899,47.673,9.73246
575.999,47.629,9.76216
576.099,47.6892,9.758
576.2,47.6999,9.74539
576.299,47.6754,9.76103
576.4,47.6674,9.70975
576.5,47.6617,9.73855
576.6,47.6565,9.74447
576.701,47.6799,9.74295
576.799,47.6266,9.69683
576.901,47.6168,9.73324
577,47.6527,9.73048
577.1,47.6403,9.74391
577.2,47.6659,9.73221
577.299,47.6933,9.71465
577.399,47.6608,9.71184
577.5,47.6906,9.7169
577.599,47.676,9.71209
577.7,47.6828,9.74278
577.799,47.6621,9.72418
577.899,47.6794,9.72528
578,47.6466,9.71895
578.1,47.6496,9.72896
578.2,47.6729,9.73181
578.301,47.6394,9.69415
578.4,47.6514,9.70508
578.499,47.663,9.72523
578.599,47.6333,9.73107
578.7,47.6312,9.74314
578.799,47.6486,9.71388
578.899,47.6088,9.74439
579,47.625,9.72203
579.099,47.6364,9.72877
579.2,47.6475,9.71496
579.299,47.6127,9.71924
579.4,47.6232,9.70204
579.5,47.6088,9.71396
579.6,47.6284,9.69778
579.7,47.6218,9.71288
579.8,47.6113,9.71292
579.9,47.5826,9.69445
580,47.575,9.71855
580.099,47.5811,9.70204
580.199,47.5963,9.70884
580.3,47.5614,9.72024
580.399,47.5626,9.71244
580.499,47.5766,9.71769
580.6,47.5866,9.71557
580.7,47.5816,9.72007
580.8,47.5653,9.70425
580.899,47.5417,9.7111
580.999,47.5442,9.70806
581.099,47.5455,9.72216
581.199,47.5356,9.70268
581.299,47.5297,9.65808
581.4,47.5381,9.69797
581.5,47.5717,9.70394
581.6,47.5337,9.6576
581.699,47.5218,9.70022
581.8,47.5277,9.71288
581.9,47.5147,9.69008
581.999,47.5306,9.7169
582.1,47.5031,9.73225
582.2,47.5177,9.71828
582.3,47.4991,9.70191
582.399,47.5173,9.68904
582.499,47.5135,9.68556
582.599,47.5178,9.69428
582.699,47.5037,9.69852
582.8,47.5052,9.68561
582.9,47.4895,9.67205
583,47.491,9.70498
583.1,47.4963,9.68596
583.2,47.5163,9.68068
583.299,47.4825,9.66813
583.399,47.4987,9.67941
583.499,47.476,9.65561
583.599,47.4799,9.70316
583.699,47.4679,9.68829
583.8,47.4559,9.67572
583.9,47.4915,9.68911
583.999,47.4939,9.6978
584.1,47.4497,9.68158
584.199,47.4928,9.70056
584.299,47.4733,9.67699
584.4,47.4761,9.68037
584.499,47.4672,9.67841
584.6,47.4778,9.68513
584.7,47.454,9.70047
584.8,47.4567,9.68417
584.899,47.4486,9.68248
585,47.4655,9.69852
585.1,47.4732,9.68514
585.199,47.4504,9.67772
585.299,47.4626,9.7081
585.4,47.4529,9.67127
585.5,47.4672,9.6645
585.599,47.4514,9.69384
585.7,47.4578,9.66289
585.8,47.462,9.67668
585.9,47.4657,9.68925
586,47.4127,9.68608
586.1,47.4497,9.68166
586.2,47.4409,9.68262
586.299,47.4583,9.67109
586.4,47.4634,9.66748
586.499,47.4215,9.68539
586.599,47.4224,9.66146
586.7,47.4504,9.64065
586.8,47.4385,9.68825
586.9,47.4795,9.67151
587,47.4453,9.69224
587.1,47.4493,9.68521
587.199,47.4537,9.65426
587.3,47.4581,9.67144
587.4,47.4177,9.66081
587.5,47.4448,9.6469
587.599,47.4408,9.6596
587.7,47.4677,9.69215
587.8,47.448,9.68539
587.9,47.4689,9.66646
588,47.4306,9.67382
588.1,47.4238,9.67754
588.201,47.4151,9.61418
588.3,47.4461,9.67563
588.399,47.4186,9.66657
588.5,47.4545,9.67451
588.6,47.4437,9.67676
588.7,47.4435,9.6671
588.8,47.4249,9.64052
588.9,47.41,9.68106
589.001,47.4456,9.67573
589.1,47.4176,9.65939
589.199,47.4332,9.67061
589.299,47.4387,9.65053
589.4,47.4084,9.66671
589.5,47.4307,9.6567
589.6,47.4303,9.66731
589.7,47.4002,9.65618
589.799,47.4183,9.66736
589.899,47.4312,9.64156
589.999,47.4087,9.62154
590.099,47.401,9.66598
590.199,47.4239,9.65651
590.3,47.3934,9.63572
590.4,47.4095,9.65435
590.499,47.3969,9.6495
590.599,47.3916,9.65851
590.7,47.384,9.65874
590.8,47.4061,9.66116
590.9,47.3905,9.63003
591,47.3982,9.65136
591.1,47.3849,9.65426
591.2,47.3997,9.63597
591.3,47.3884,9.65891
591.4,47.3816,9.63775
591.499,47.3708,9.63706
591.599,47.3923,9.6563
591.7,47.3865,9.64179
591.8,47.3828,9.64083
591.9,47.3702,9.64139
592,47.3619,9.6381
592.1,47.3533,9.64162
592.2,47.3608,9.63168
592.3,47.3672,9.63221
592.401,47.3554,9.6156
592.499,47.3529,9.67086
592.6,47.3459,9.62509
592.7,47.3305,9.64802
592.8,47.3561,9.67516
592.899,47.3318,9.62709
593,47.3287,9.63624
593.1,47.3301,9.62409
593.2,47.3085,9.62835
593.3,47.3112,9.64746
593.4,47.3163,9.65651
593.5,47.3321,9.61885
593.599,47.3175,9.63059
593.7,47.3121,9.62788
593.801,47.2787,9.63342
593.9,47.319,9.63003
594.001,47.3036,9.63506
594.1,47.3094,9.61858
594.201,47.3085,9.63497
594.3,47.2932,9.65704
594.4,47.2938,9.63255
594.501,47.2918,9.61533
594.6,47.3043,9.64403
594.699,47.2893,9.63172
594.8,47.3098,9.62679
594.9,47.2864,9.64152
595,47.2844,9.62786
595.1,47.2922,9.62392
595.201,47.2856,9.60329
595.299,47.2515,9.61933
595.4,47.2813,9.60697
595.5,47.2878,9.65128
595.6,47.2887,9.59549
595.699,47.2979,9.60159
595.8,47.274,9.63021
595.9,47.2743,9.64408
596,47.2556,9.59272
596.1,47.2633,9.60455
596.199,47.27,9.59245
596.3,47.2617,9.61074
596.401,47.2562,9.60402
596.499,47.2521,9.5893
596.6,47.2734,9.62522
596.7,47.2579,9.60485
596.801,47.2238,9.59991
596.9,47.2521,9.60363
597,47.2485,9.58544
597.1,47.2575,9.63668
597.2,47.2438,9.60346
597.299,47.258,9.57356
597.399,47.2534,9.60832
597.5,47.2512,9.60371
597.6,47.2439,9.57537
597.7,47.2197,9.59774
597.8,47.2374,9.59943
597.9,47.2476,9.59158
598.001,47.2199,9.60936
598.099,47.2333,9.61074
598.201,47.2431,9.60177
598.301,47.2171,9.5781
598.4,47.1967,9.6163
598.499,47.2372,9.59592
598.601,47.217,9.58678
598.701,47.2369,9.62964
598.8,47.2119,9.59349
598.9,47.1854,9.59691
598.999,47.2246,9.59496
599.099,47.1966,9.57412
599.2,47.1767,9.59197
599.3,47.1903,9.58734
599.4,47.1944,9.56723
599.5,47.2027,9.57762
599.601,47.2048,9.57316
599.699,47.1808,9.57953
599.801,47.1792,9.57815
599.901,47.207,9.60381
600,47.1903,9.55301
600.1,47.1665,9.56675
600.201,47.1807,9.56916
600.301,47.1749,9.57512
600.4,47.1817,9.5732
600.5,47.187,9.57546
600.599,47.1742,9.55156
600.701,47.1398,9.5595
600.8,47.1654,9.55656
600.9,47.1562,9.54594
601,47.1568,9.57303
601.1,47.1688,9.58903
601.201,47.1605,9.57394
601.3,47.1585,9.59735
601.4,47.1466,9.56982
601.5,47.1395,9.58543
601.6,47.1533,9.59207
601.7,47.1476,9.58375
601.8,47.1438,9.56119
601.901,47.1666,9.56132
602,47.1422,9.53921
602.1,47.1396,9.5805
602.2,47.1767,9.55842
602.299,47.1839,9.52782
602.401,47.1778,9.54776
602.5,47.1646,9.54121
602.601,47.1519,9.57723
602.7,47.118,9.56891
602.8,47.1443,9.55959
602.901,47.1802,9.56328
603,47.1348,9.5599
603.101,47.1459,9.54511
603.201,47.2085,9.54511
603.3,47.1697,9.53988
603.4,47.1634,9.56024
603.5,47.1707,9.54083
603.6,47.1912,9.56284
603.701,47.1913,9.54065
603.801,47.1589,9.56338
603.901,47.1764,9.5383
604,47.1759,9.5459
604.099,47.1829,9.54161
604.201,47.1767,9.54927
604.301,47.2105,9.54801
604.401,47.2035,9.54494
604.501,47.208,9.54407
604.599,47.1982,9.54217
604.7,47.198,9.55014
604.8,47.2052,9.5306
604.9,47.2153,9.53241
605,47.196,9.54542
605.1,47.1704,9.53137
605.2,47.1792,9.5302
605.3,47.2129,9.54962
605.399,47.193,9.5413
605.5,47.1589,9.5341
605.6,47.1889,9.54395
605.7,47.1662,9.52872
605.801,47.1935,9.53796
605.901,47.172,9.53077
606.001,47.1664,9.55556
606.1,47.1585,9.54234
606.201,47.1899,9.55829
606.3,47.1648,9.54023
606.401,47.181,9.5471
606.5,47.1698,9.51322
606.601,47.1375,9.5159
606.701,47.1739,9.49748
606.801,47.1529,9.53723
606.9,47.1327,9.5207
607,47.1331,9.54126
607.101,47.1435,9.5498
607.2,47.1075,9.52371
607.301,47.0921,9.53536
607.4,47.1137,9.49874
607.5,47.0895,9.52682
607.601,47.0977,9.53554
607.7,47.1148,9.53167
607.8,47.0738,9.5322
607.901,47.0796,9.54264
608,47.0922,9.48664
608.099,47.0774,9.52313
608.2,47.0472,9.50026
608.3,47.0533,9.53241
608.4,47.0378,9.52309
608.5,47.0506,9.52123
608.601,47.0031,9.48278
608.701,47.0309,9.51685
608.8,47.0209,9.52487
608.9,47.0262,9.55408
609.001,47.0116,9.51335
609.101,47.0231,9.52214
609.199,46.9896,9.52768
609.301,47.0057,9.49102
609.4,47.0033,9.50744
609.501,46.9979,9.51221
609.601,47.0048,9.50134
609.7,46.9875,9.5195
609.801,46.9849,9.49874
609.901,46.9909,9.4778
610,47.002,9.49314
610.1,47.0047,9.47198
610.2,46.9747,9.49803
610.301,46.9496,9.50822
610.4,46.9866,9.46301
610.5,46.9415,9.47692
610.6,46.9526,9.49978
610.701,46.9603,9.4984
610.8,46.9546,9.52999
610.901,46.9482,9.48837
611,46.9619,9.4826
611.1,46.9532,9.47488
611.2,46.9384,9.48092
611.3,46.9546,9.49579
611.4,46.9316,9.48201
611.501,46.9446,9.51721
611.6,46.9159,9.49972
611.7,46.9193,9.47459
611.8,46.9451,9.52257
611.9,46.9213,9.49309
612.001,46.9227,9.51352
612.1,46.9395,9.47815
612.2,46.9052,9.42426
612.299,46.9165,9.47367
612.4,46.9219,9.47814
612.5,46.9189,9.46132
612.601,46.9261,9.47164
612.701,46.8991,9.46535
612.8,46.911,9.48695
612.9,46.8962,9.4661
613.001,46.8996,9.49314
613.1,46.8974,9.48165
613.2,46.8919,9.47411
613.299,46.8831,9.4715
613.399,46.8968,9.47754
613.5,46.8812,9.46535
613.6,46.8637,9.48829
613.698,46.8652,9.50514
613.8,46.8329,9.48868
613.899,46.8447,9.47966
613.999,46.8676,9.48274
614.101,46.8453,9.46374
614.199,46.8603,9.47198
614.299,46.8573,9.45607
614.4,46.8359,9.4902
614.499,46.8202,9.49127
614.6,46.8453,9.49227
614.699,46.8258,9.47133
614.799,46.8295,9.48443
614.9,46.8523,9.44282
615,46.7841,9.45782
615.099,46.7918,9.46704
615.199,46.7922,9.44776
615.299,46.7979,9.44607
615.399,46.8011,9.45326
615.501,46.8098,9.46729
615.6,46.8118,9.45404
615.7,46.788,9.50272
615.8,46.7993,9.45859
615.9,46.7774,9.46241
615.999,46.7857,9.47736
616.099,46.7754,9.45755
616.2,46.7809,9.49755
616.3,46.806,9.47073
616.399,46.7796,9.4412
616.499,46.7805,9.46258
616.6,46.7876,9.47259
616.7,46.7679,9.47905
616.8,46.7591,9.44498
616.9,46.7418,9.46344
616.999,46.7644,9.44463
617.099,46.7685,9.44848
617.199,46.7465,9.45778
617.299,46.7696,9.45899
617.4,46.7628,9.45457
617.499,46.7802,9.46522
617.599,46.7606,9.4579
617.699,46.7678,9.44095
617.8,46.7576,9.4461
617.9,46.782,9.43968
617.999,46.7606,9.45019
618.1,46.7486,9.47923
618.2,46.7532,9.45278
618.3,46.7588,9.42062
618.4,46.7798,9.45941
618.5,46.759,9.46543
618.599,46.7674,9.43138
618.699,46.7855,9.44268
618.8,46.7787,9.44329
618.899,46.7725,9.4334
619,46.7845,9.45113
619.099,46.7417,9.45271
619.2,46.7673,9.44299
619.299,46.7588,9.4368
619.4,46.7608,9.40026
619.499,46.7765,9.42681
619.6,46.7618,9.41685
619.7,46.7742,9.45288
619.799,46.7671,9.42756
619.9,46.7685,9.43866
620,46.777,9.4256
620.1,46.7694,9.44029
620.199,46.7714,9.45074
620.299,46.7327,9.44879
620.4,46.7771,9.44836
620.499,46.7422,9.42665
620.6,46.7815,9.43319
620.7,46.7702,9.44892
620.8,46.7769,9.44012
620.9,46.8003,9.45778
620.999,46.7837,9.42053
621.1,46.7696,9.43263
621.2,46.7818,9.44333
621.299,46.7897,9.41292
621.4,46.7864,9.4412
621.499,46.7804,9.42817
621.6,46.7976,9.41876
621.699,46.7868,9.40837
621.801,46.7663,9.41075
621.9,46.7515,9.43492
622,46.7967,9.42638
622.1,46.7621,9.44012
622.2,46.7611,9.40391
622.3,46.7881,9.42871
622.4,46.7621,9.41033
622.5,46.793,9.42631
622.6,46.7761,9.39476
622.7,46.7842,9.43011
622.8,46.7836,9.4119
622.9,46.7803,9.41247
623,46.7868,9.414
623.1,46.7773,9.39957
623.199,46.7871,9.39407
623.299,46.7755,9.39471
623.4,46.7957,9.43107
623.501,46.76,9.42729
623.6,46.7669,9.41363
623.7,46.7641,9.40153
623.8,46.7696,9.40574
623.9,46.7437,9.40699
623.999,46.765,9.3929
624.099,46.7438,9.42118
624.2,46.7741,9.41876
624.299,46.7601,9.39728
624.4,46.7557,9.4023
624.5,46.7469,9.43384
624.601,46.7475,9.39125
624.7,46.7594,9.40247
624.8,46.7393,9.42118
624.899,46.7481,9.4056
624.999,46.7231,9.41075
625.1,46.7306,9.40733
625.2,46.7201,9.39603
625.3,46.7123,9.41155
625.399,46.7203,9.42981
625.5,46.7387,9.39857
625.6,46.7284,9.41173
625.7,46.7156,9.39693
625.8,46.7177,9.39242
625.9,46.6988,9.41123
626,46.702,9.38093
626.099,46.7076,9.40326
626.2,46.7002,9.40187
626.3,46.7104,9.39108
626.4,46.7058,9.40725
626.5,46.7055,9.38717
626.6,46.6897,9.38839
626.7,46.7085,9.4056
626.8,46.6915,9.41811
626.899,46.6781,9.39146
627,46.686,9.37457
627.1,46.6602,9.3978
627.199,46.6677,9.41015
627.3,46.6738,9.3861
627.4,46.6516,9.37284
627.5,46.6564,9.40768
627.6,46.6715,9.35341
627.699,46.6506,9.39272
627.799,46.6553,9.39753
627.9,46.6698,9.38337
627.999,46.6589,9.38935
628.1,46.6167,9.3847
628.2,46.6405,9.39826
628.299,46.6154,9.38804
628.4,46.6363,9.39494
628.5,46.642,9.38687
628.6,46.6293,9.37526
628.7,46.6207,9.40105
628.8,46.6456,9.37175
628.9,46.6188,9.35535
629,46.5873,9.40368
629.1,46.6127,9.39108
629.2,46.6038,9.3958
629.3,46.5795,9.38614
629.4,46.6017,9.37717
629.5,46.5939,9.38076
629.6,46.5924,9.37482
629.699,46.6052,9.39657
629.8,46.5864,9.39455
629.901,46.5454,9.3909
630.001,46.5867,9.36463
630.101,46.5709,9.38541
630.2,46.5645,9.37253
630.3,46.5711,9.37222
630.4,46.5511,9.37547
630.5,46.5491,9.38387
630.601,46.571,9.36113
630.7,46.557,9.36619
630.8,46.546,9.40066
630.9,46.549,9.37495
631,46.5635,9.37169
631.1,46.5134,9.37196
631.2,46.5583,9.36173
631.3,46.5348,9.35895
631.399,46.5271,9.38787
631.5,46.537,9.3964
631.6,46.5384,9.37716
631.7,46.5259,9.37284
631.799,46.5477,9.35436
631.899,46.498,9.38068
632,46.5321,9.34621
632.1,46.5326,9.37664
632.2,46.5281,9.36222
632.3,46.5158,9.3577
632.4,46.5455,9.34661
632.5,46.5192,9.36584
632.6,46.51,9.38418
632.701,46.529,9.3597
632.8,46.508,9.36723
632.9,46.509,9.35968
633,46.5205,9.34431
633.1,46.5281,9.37321
633.2,46.5437,9.3567
633.299,46.5312,9.35822
633.4,46.5228,9.35983
633.5,46.5227,9.38262
633.6,46.5344,9.385
633.7,46.5415,9.37234
633.8,46.531,9.37248
633.899,46.5345,9.33524
634,46.5286,9.34872
634.1,46.5303,9.31881
634.2,46.4965,9.33937
634.3,46.5289,9.37838
634.4,46.5429,9.35545
634.5,46.5508,9.34197
634.6,46.5401,9.39771
634.7,46.5502,9.35679
634.799,46.5426,9.34582
634.901,46.5336,9.32644
635,46.5439,9.32285
635.1,46.556,9.35632
635.2,46.5529,9.32467
635.3,46.5531,9.35679
635.4,46.518,9.34665
635.5,46.5323,9.34475
635.6,46.5215,9.35862
635.701,46.5489,9.33551
635.8,46.5238,9.37776
635.9,46.5215,9.34915
636,46.5477,9.37132
636.1,46.5091,9.31666
636.199,46.5294,9.36663
636.3,46.5177,9.33811
636.4,46.5331,9.35662
636.5,46.5184,9.3398
636.6,46.5397,9.32834
636.7,46.5079,9.36294
636.8,46.5415,9.36152
636.9,46.5173,9.32402
637,46.5219,9.33351
637.1,46.52,9.33819
637.2,46.4889,9.31666
637.3,46.5148,9.34942
637.4,46.523,9.3574
637.5,46.5063,9.33533
637.6,46.4646,9.33785
637.701,46.4703,9.345
637.8,46.4662,9.31764
637.9,46.4476,9.35029
638.001,46.4751,9.33593
638.1,46.4675,9.37374
638.2,46.4537,9.31487
638.301,46.472,9.32336
638.4,46.4535,9.33005
638.5,46.4286,9.30438
638.6,46.4341,9.33885
638.702,46.4612,9.35111
638.8,46.4327,9.33642
638.9,46.4158,9.3381
639,46.4358,9.32644
639.1,46.4024,9.30803
639.2,46.4289,9.34421
639.3,46.4036,9.3147
639.401,46.4172,9.32233
639.5,46.4059,9.33945
639.6,46.3848,9.31388
639.701,46.3901,9.32775
639.8,46.3816,9.31852
639.901,46.3727,9.32215
640,46.3696,9.34413
640.099,46.3537,9.31804
640.201,46.3551,9.31716
640.301,46.371,9.3313
640.4,46.3724,9.32311
640.499,46.376,9.31873
640.599,46.3466,9.31764
640.701,46.3644,9.32896
640.799,46.3383,9.31015
640.9,46.3407,9.30628
641,46.3453,9.331
641.1,46.3441,9.31448
641.201,46.3407,9.33165
641.299,46.3301,9.31297
641.4,46.3373,9.3082
641.501,46.3397,9.31405
641.601,46.3335,9.34509
641.7,46.3643,9.3146
641.8,46.348,9.31899
641.902,46.3498,9.31339
642.001,46.345,9.30955
642.1,46.3534,9.34715
642.2,46.3384,9.33174
642.3,46.3224,9.30265
642.4,46.3343,9.30244
642.5,46.3429,9.32623
642.6,46.3312,9.32939
642.7,46.3302,9.32601
642.8,46.3276,9.31704
642.901,46.3309,9.32948
643,46.3582,9.31743
643.1,46.342,9.31869
643.199,46.3407,9.28674
643.3,46.3534,9.30225
643.4,46.3384,9.30629
643.499,46.3326,9.29823
643.6,46.356,9.28175
643.701,46.3355,9.3222
643.801,46.3825,9.28795
643.901,46.3386,9.30256
644,46.3583,9.30659
644.1,46.3379,9.2776
644.2,46.3334,9.31245
644.3,46.3277,9.3257
644.401,46.3152,9.28899
644.501,46.3256,9.31726
644.6,46.3046,9.31652
644.702,46.3362,9.31673
644.8,46.3342,9.31097
644.9,46.3381,9.29689
645,46.3198,9.2899
645.1,46.3476,9.30617
645.2,46.3208,9.31135
645.3,46.3649,9.28032
645.4,46.3268,9.30286
645.5,46.3559,9.28501
645.6,46.3157,9.3326
645.7,46.3528,9.26801
645.801,46.3263,9.28332
645.9,46.3524,9.28075
646,46.3273,9.28201
646.101,46.2952,9.31942
646.201,46.3364,9.27725
646.3,46.335,9.29558
646.4,46.3037,9.30677
646.5,46.3439,9.29614
646.6,46.3296,9.3108
646.7,46.2812,9.28699
646.8,46.2747,9.30261
646.9,46.3131,9.29948
647,46.289,9.3013
647.1,46.2693,9.29679
647.201,46.3199,9.29199
647.301,46.2813,9.28153
647.399,46.284,9.30598
647.5,46.3034,9.28496
647.6,46.2703,9.28205
647.7,46.2635,9.28032
647.801,46.2926,9.26342
647.9,46.2938,9.29341
648.001,46.2603,9.28127
648.1,46.2629,9.29043
648.201,46.2564,9.30728
648.302,46.2751,9.24469
648.4,46.2333,9.26735
648.5,46.2423,9.29207
648.599,46.2382,9.29168
648.701,46.2341,9.27608
648.801,46.232,9.28092
648.901,46.2382,9.28163
649.001,46.2144,9.28603
649.1,46.218,9.2811
649.201,46.2321,9.25838
649.301,46.2253,9.28054
649.4,46.2049,9.28664
649.501,46.1714,9.26843
649.601,46.2019,9.284
649.7,46.1869,9.29862
649.8,46.1832,9.28361
649.9,46.1998,9.29804
650,46.2,9.27638
650.1,46.1712,9.26277
650.2,46.2069,9.27742
650.299,46.1757,9.28488
650.399,46.1467,9.26843
650.5,46.1517,9.28392
650.6,46.1816,9.28301
650.7,46.1836,9.27452
650.801,46.1721,9.27014
650.901,46.1242,9.29051
651.001,46.1345,9.26424
651.101,46.1714,9.26975
651.2,46.1422,9.26952
651.301,46.1333,9.28986
651.4,46.1393,9.26428
651.5,46.1359,9.25817
651.6,46.1218,9.27
651.7,46.1082,9.25083
651.8,46.1503,9.26034
651.9,46.1429,9.25554
652,46.1402,9.27733
652.101,46.1693,9.27131
652.201,46.1347,9.26163
652.3,46.1376,9.26441
652.4,46.1235,9.27929
652.501,46.1346,9.26151
652.6,46.1507,9.25531
652.7,46.149,9.24608
652.8,46.1236,9.24312
652.901,46.1411,9.26722
653,46.1394,9.26424
653.101,46.1615,9.25952
653.2,46.1327,9.26198
653.301,46.135,9.25783
653.4,46.1384,9.24975
653.5,46.1275,9.27537
653.6,46.1254,9.25145
653.699,46.126,9.27399
653.8,46.119,9.26386
653.901,46.1436,9.24365
653.999,46.1408,9.25192
654.099,46.1551,9.24716
654.199,46.1446,9.26061
654.299,46.1704,9.2339
654.399,46.1645,9.21899
654.499,46.1634,9.25029
654.599,46.1383,9.26301
654.699,46.1318,9.24902
654.799,46.124,9.25675
654.899,46.1118,9.26259
654.999,46.1298,9.24361
655.1,46.115,9.24447
655.199,46.1336,9.27048
655.299,46.1362,9.23021
655.399,46.1061,9.2436
655.499,46.1095,9.24512
655.599,46.1572,9.23719
655.699,46.106,9.24264
655.799,46.131,9.25855
655.9,46.1329,9.24708
655.999,46.1253,9.25227
656.1,46.1166,9.2535
656.2,46.1372,9.24191
656.3,46.1123,9.24474
656.4,46.1077,9.2423
656.5,46.1143,9.22155
656.6,46.109,9.23719
656.699,46.0925,9.24664
656.799,46.0806,9.22514
656.899,46.0692,9.25319
656.999,46.0643,9.23169
657.1,46.0601,9.24456
657.2,46.0587,9.21985
657.3,46.0548,9.21817
657.399,46.0326,9.2339
657.5,46.0305,9.23385
657.599,45.9901,9.23215
657.699,46.0407,9.22535
657.8,46.0076,9.24751
657.901,46.011,9.23311
658,46.0099,9.20056
658.1,45.9769,9.23927
658.199,45.9833,9.23333
658.299,46.0113,9.22731
658.399,45.9608,9.22679
658.5,45.9553,9.25717
658.599,45.9757,9.21985
658.7,45.9451,9.23451
658.799,45.9545,9.22353
658.9,45.9445,9.24951
658.999,45.9348,9.21465
659.1,45.929,9.19394
659.2,45.9455,9.21816
659.3,45.952,9.24361
659.4,45.9272,9.2535
659.5,45.9298,9.22552
659.599,45.914,9.23763
659.7,45.9215,9.21678
659.799,45.9347,9.22258
659.9,45.9246,9.23432
660,45.9172,9.21461
660.099,45.9408,9.25037
660.2,45.937,9.24335
660.299,45.896,9.23021
660.399,45.9191,9.22389
660.5,45.9248,9.23208
660.6,45.9404,9.23233
660.7,45.939,9.2081
660.799,45.9143,9.23402
660.899,45.969,9.22948
660.999,45.9264,9.23476
661.1,45.9404,9.21009
661.199,45.9529,9.23671
661.3,45.9116,9.21226
661.399,45.8985,9.19947
661.501,45.9171,9.2316
661.6,45.9263,9.1973
661.7,45.9267,9.2065
661.799,45.9457,9.21361
661.9,45.953,9.19358
662,45.9402,9.21486
662.1,45.9514,9.20754
662.2,45.952,9.21286
662.3,45.9451,9.22912
662.399,45.9204,9.22184
662.499,45.9381,9.21348
662.599,45.9467,9.23046
662.7,45.9391,9.20151
662.799,45.9301,9.2169
662.899,45.9538,9.21231
663,45.9446,9.20225
663.1,45.931,9.20961
663.199,45.9412,9.19063
663.299,45.9336,9.2153
663.4,45.9361,9.1846
663.5,45.9242,9.20394
663.6,45.931,9.20172
663.7,45.9511,9.16216
663.8,45.9407,9.17248
663.9,45.9711,9.20629
664,45.9359,9.16502
664.099,45.949,9.19576
664.2,45.9462,9.21178
664.299,45.9384,9.19996
664.4,45.9337,9.18656
664.5,45.9367,9.20493
664.601,45.9173,9.20754
664.7,45.9245,9.1847
664.8,45.9263,9.2163
664.901,45.9276,9.17326
665,45.8984,9.17273
665.099,45.9375,9.17875
665.2,45.9133,9.19098
665.3,45.9135,9.20685
665.401,45.9072,9.1729
665.499,45.9097,9.18829
665.601,45.909,9.16277
665.699,45.9125,9.17694
665.799,45.9032,9.17632
665.9,45.9068,9.18591
666,45.89,9.19263
666.1,45.896,9.1821
666.199,45.8791,9.15716
666.3,45.8936,9.18404
666.4,45.8857,9.15959
666.499,45.8828,9.18189
666.6,45.8751,9.17351
666.699,45.9055,9.18201
666.799,45.9048,9.16358
666.9,45.8888,9.16779
667,45.8667,9.18586
667.1,45.867,9.16285
667.2,45.8763,9.16982
667.3,45.8691,9.15939
667.399,45.8603,9.16258
667.5,45.8385,9.17719
667.6,45.8696,9.14581
667.699,45.8555,9.17086
667.799,45.8637,9.18418
667.899,45.8676,9.15716
667.999,45.8327,9.16277
668.1,45.8378,9.17273
668.2,45.8669,9.16016
668.299,45.8536,9.15681
668.4,45.8428,9.17309
668.5,45.8535,9.17065
668.6,45.8176,9.16753
668.7,45.8304,9.15891
668.8,45.8314,9.15005
668.899,45.8345,9.15556
668.999,45.8362,9.18262
669.1,45.8374,9.16502
669.198,45.816,9.17165
669.299,45.8118,9.17138
669.401,45.8019,9.1573
669.5,45.8299,9.15864
669.6,45.8222,9.17538
669.7,45.7871,9.13414
669.799,45.7849,9.18552
669.899,45.8208,9.18538
670,45.7874,9.14686
670.101,45.7865,9.15512
670.199,45.8043,9.15478
670.299,45.7665,9.14632
670.4,45.7748,9.14957
670.499,45.788,9.16258
670.6,45.7857,9.14121
670.699,45.7516,9.17351
670.799,45.7698,9.15054
670.9,45.7591,9.16302
671,45.7416,9.14248
671.1,45.7561,9.16211
671.2,45.738,9.1465
671.299,45.7563,9.14269
671.399,45.7582,9.15174
671.5,45.7215,9.14481
671.599,45.7428,9.15032
671.701,45.744,9.14759
671.8,45.7591,9.15891
671.9,45.7418,9.13789
672,45.709,9.13853
672.099,45.7493,9.16705
672.2,45.7327,9.15712
672.3,45.7192,9.12674
672.4,45.7252,9.12795
672.501,45.7152,9.15343
672.6,45.7237,9.14173
672.7,45.6992,9.15729
672.799,45.7202,9.15361
672.901,45.712,9.12769
673,45.7038,9.11737
673.1,45.7133,9.12288
673.2,45.7092,9.11867
673.3,45.7142,9.11954
673.4,45.6977,9.12838
673.5,45.7013,9.13908
673.6,45.724,9.12982
673.701,45.7163,9.15101
673.8,45.7343,9.12812
673.9,45.7207,9.13099
674,45.7061,9.12692
674.1,45.7177,9.15007
674.199,45.7145,9.14018
674.3,45.7078,9.12964
674.401,45.698,9.13583
674.5,45.6785,9.12292
674.6,45.71,9.1215
674.701,45.6978,9.14148
674.8,45.6994,9.12409
674.9,45.6981,9.123
675.001,45.6829,9.10559
675.101,45.6913,9.12721
675.2,45.6957,9.12367
675.3,45.7065,9.1273
675.401,45.6999,9.09141
675.5,45.6944,9.11768
675.599,45.6764,9.1166
675.7,45.6997,9.12703
675.799,45.7122,9.11981
675.899,45.6841,9.10776
676,45.677,9.10715
676.099,45.7092,9.12947
676.2,45.6796,9.10962
676.3,45.6985,9.10112
676.4,45.7089,9.11437
676.5,45.6844,9.12283
676.599,45.7074,9.09894
676.7,45.6942,9.11998
676.8,45.7021,9.13952
